,ligandId,name,type,approved,withdrawn,whoEssential,approvalSource,FDA,FDA_year
419,7535,cobicistat,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
420,7626,cobimetinib,Synthetic organic,True,False,False,FDA & EMA (2015),FDA,
422,1673,codeine,Natural product,True,False,True,FDA (no history prior to 2009),FDA,
423,2367,colchicine,Synthetic organic,True,False,False,FDA (2009),FDA,2009
427,7627,conestat alfa,Peptide,True,False,False,"EMA (2010), FDA (2014)",FDA,2014
428,2203,conivaptan,Synthetic organic,True,False,False,FDA (2005),FDA,2005
430,7875,copanlisib,Synthetic organic,True,False,False,FDA (2017),FDA,2017
431,508,corbadrine,Synthetic organic,True,False,False,"FDA (1960), in combination with mepivacaine hydrochloride",FDA,1960
432,6967,corticotropin zinc hydroxide,Peptide,True,False,False,FDA (1955),FDA,1955
433,2868,cortisol,Metabolite,True,False,True,"FDA (1953, prior history unavailable), EMA (2011)",FDA,1953
434,6965,cosyntropin,Peptide,True,False,False,FDA (1970),FDA,1970
435,9151,crisaborole,Synthetic organic,True,False,False,"FDA (2016), EMA (2020)",FDA,2016
436,7347,crisantaspase,Peptide,True,False,True,FDA (no history prior to 2011),FDA,
437,10550,crizanlizumab,Antibody,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
438,4903,crizotinib,Synthetic organic,True,False,False,"FDA (2011), EMA (2012)",FDA,2011
439,7453,crofelemer,Natural product,True,False,False,FDA (2012),FDA,2012
440,7608,cromoglicic acid,Synthetic organic,True,False,False,FDA (1984),FDA,1984
441,11165,Crotamiton,Synthetic organic,True,False,False,"FDA (1955), UK (1997)",FDA,1955
442,12790,crovalimab,Antibody,True,False,False,"China (2024), FDA (2024)",FDA,2024
444,7151,cyclizine,Synthetic organic,True,False,True,FDA (date unknown),FDA,
445,7152,cyclobenzaprine,Synthetic organic,True,False,False,FDA (1977),FDA,1977
447,7153,cyclopentolate,Synthetic organic,True,False,False,FDA (1974),FDA,1974
448,7154,cyclophosphamide,Synthetic organic,True,False,True,FDA (1959),FDA,1959
449,1024,cyclosporin A,Peptide,True,False,True,"FDA and UK (1983), EMA (2015)",FDA,
451,277,cyproheptadine,Synthetic organic,True,False,False,FDA (1961),FDA,1961
453,4827,cytarabine,Synthetic organic,True,False,True,"FDA (1969), EMA (2001)",FDA,1969
454,6379,dabigatran etexilate,Synthetic organic,True,False,False,"EMA (2008), FDA (2010)",FDA,2010
455,6494,dabrafenib,Synthetic organic,True,False,False,FDA and EMA (2013),FDA,
456,9075,dacarbazine,Synthetic organic,True,False,True,FDA (1975),FDA,1975
457,11266,daclatasvir,Synthetic organic,True,True,True,"EMA (2014), FDA (2015)",FDA,2015
458,6880,daclizumab,Antibody,True,True,False,"FDA FDA (1997), EMA (1999)",FDA,1997
459,7422,dacomitinib,Synthetic organic,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
460,10876,dalbavancin,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
461,10797,dalfopristin,Synthetic organic,True,False,False,FDA (1999),FDA,1999
463,6803,dalteparin,Synthetic organic,True,False,False,FDA (1994),FDA,1994
464,6804,danaparoid,Synthetic organic,True,False,False,"FDA (1996), still marketed outside the U.S.",FDA,1996
465,6942,danazol,Synthetic organic,True,False,False,FDA (1976),FDA,1976
466,11988,danicopan,Synthetic organic,True,False,False,"Japan (2024), FDA (2024)",FDA,2024
467,4172,dantrolene,Synthetic organic,True,False,False,FDA (1974),FDA,1974
468,4594,dapagliflozin,Synthetic organic,True,False,False,"EMA (2012), FDA (2014)",FDA,2014
469,7155,dapiprazole,Synthetic organic,True,False,False,FDA (1990),FDA,1990
471,8455,daprodustat,Synthetic organic,True,False,False,"Japan (2020), FDA (2023)",FDA,2023
472,10934,dapsone,Synthetic organic,True,False,True,"FDA (1979), UK (1988)",FDA,1979
473,10904,daptomycin,Synthetic organic,True,False,False,"FDA (2003), EMA (2006)",FDA,2003
474,7395,daratumumab,Antibody,True,False,False,"FDA (2015), EMA (2017)",FDA,2015
475,11648,daridorexant,Synthetic organic,True,False,False,FDA & EMA (2022),FDA,
476,321,darifenacin,Synthetic organic,True,False,False,EMA & FDA (2004),FDA,2004
477,10439,darolutamide,Synthetic organic,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
478,11243,darunavir,Synthetic organic,True,False,True,"FDA (2006), EMA (2007)",FDA,2006
480,5678,dasatinib,Synthetic organic,True,False,True,FDA & EMA (2006),FDA,
481,7063,daunorubicin,Natural product,True,False,True,"FDA (1979), EMA (2018)",FDA,1979
483,6805,decitabine,Synthetic organic,True,False,False,"FDA (2006), EMA (2012)",FDA,2006
484,7456,deferiprone,Synthetic organic,True,False,False,"EMA (1999), FDA (2011)",FDA,2011
485,9087,defibrotide,Natural product,True,False,False,"EMA (2013), FDA (2016)",FDA,2016
486,9477,deflazacort,Synthetic organic,True,False,False,"UK (1994), FDA (2017)",FDA,2017
487,5585,degarelix,Peptide,True,False,False,"FDA (2008), EMA (2009)",FDA,2008
488,2370,dehydroepiandrosterone,Metabolite,True,False,False,"FDA (2016), EMA (2018)",FDA,2016
489,10799,delafloxacin,Synthetic organic,True,False,False,"FDA (2017), EMA (2019)",FDA,2017
491,12674,delavirdine,Synthetic organic,True,False,False,FDA (1997),FDA,1997
493,2424,&Delta;<sup>9</sup>-tetrahydrocannabinol,Natural product,True,False,False,FDA (1985),FDA,1985
494,7044,denileukin diftitox,Peptide,True,False,False,FDA (1999),FDA,1999
495,6886,denosumab,Antibody,True,False,False,FDA and EMA (2010),FDA,
496,610,deoxycholic acid,Metabolite,True,False,False,FDA (2015),FDA,2015
497,7064,deserpidine,Natural product,True,False,False,FDA (1957),FDA,1957
498,7156,desflurane,Synthetic organic,True,False,False,FDA (1992),FDA,1992
499,2399,desipramine,Synthetic organic,True,False,False,FDA (no history prior to 1964),FDA,
500,6458,desirudin,Peptide,True,False,False,FDA (no history prior to 2003),FDA,
502,7157,desloratadine,Synthetic organic,True,False,False,FDA and EMA (2001),FDA,
503,2182,desmopressin,Peptide,True,False,True,FDA (1978),FDA,1978
504,7065,desogestrel,Synthetic organic,True,False,False,"FDA (1992), EMA (1998)",FDA,1992
505,7066,desonide,Synthetic organic,True,False,False,FDA (1972),FDA,1972
506,7067,desoximetasone,Metabolite,True,False,False,FDA (1977),FDA,1977
507,7158,desvenlafaxine,Synthetic organic,True,False,False,FDA (2008),FDA,2008
508,10432,deucravacitinib,Synthetic organic,True,False,False,"FDA (2022), EMA (2023)",FDA,2022
509,8707,deutetrabenazine,Synthetic organic,True,False,False,FDA (2017),FDA,2017
510,2768,dexamethasone,Synthetic organic,True,False,True,"FDA (1958), EMA (2010)",FDA,1958
511,2147,dexamfetamine,Synthetic organic,True,False,False,"FDA (1955, in complex; 1975 as Dextroamphetamine sulphate)",FDA,1955
512,7588,dexbrompheniramine,Synthetic organic,True,True,False,FDA,FDA,
514,5487,dexlansoprazole,Synthetic organic,True,False,False,FDA (2009); (1995 as lansoprazole),FDA,2009
515,521,dexmedetomidine,Synthetic organic,True,False,False,"FDA (1999), EMA (2011)",FDA,1999
516,7554,dexmethylphenidate,Synthetic organic,True,False,False,FDA (2001),FDA,2001
517,7330,dexrazoxane,Synthetic organic,True,False,False,"FDA (1995), EMA (2006)",FDA,1995
518,6953,dextromethorphan,Synthetic organic,True,False,False,FDA (no history prior to 1982),FDA,
520,6951,dextrothyroxine,Synthetic organic,True,False,False,FDA (1967),FDA,1967
522,3364,diazepam,Synthetic organic,True,False,True,FDA (1986),FDA,1986
523,2409,diazoxide,Synthetic organic,True,False,True,FDA (1973),FDA,1973
526,2714,diclofenac,Synthetic organic,True,False,False,FDA (1988),FDA,1988
527,6807,diclofenamide,Synthetic organic,True,False,False,FDA (1958),FDA,1958
528,12261,dicloxacillin,Synthetic organic,True,False,False,FDA (1968),FDA,1968
529,6808,dicumarol,Synthetic organic,True,True,False,FDA (1944),FDA,1944
530,355,dicyclomine,Synthetic organic,True,False,False,FDA (1950),FDA,1950
531,4833,didanosine,Synthetic organic,True,False,False,FDA (1991),FDA,1991
533,7654,dienogest,Synthetic organic,True,False,False,FDA (2010),FDA,2010
534,7161,diethylpropion,Synthetic organic,True,False,False,FDA (1959),FDA,1959
535,2801,diethylstilbestrol,Synthetic organic,True,False,False,FDA (1973),FDA,1973
537,9044,difelikefalin,Peptide,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
538,7592,difenoxin,Synthetic organic,True,False,False,FDA (1978),FDA,1978
539,7068,diflorasone diacetate,Synthetic organic,True,False,False,FDA (1977),FDA,1977
540,7162,diflunisal,Synthetic organic,True,False,False,FDA (1982),FDA,1982
541,7474,difluprednate,Synthetic organic,True,False,False,FDA (2008),FDA,2008
543,4726,digoxin,Natural product,True,False,True,FDA (no history prior to 1975),FDA,
544,7594,dihydrocodeine,Synthetic organic,True,False,False,"FDA (1958, as bitartrate with aspirin and caffeine)",FDA,1958
545,121,dihydroergotamine,Synthetic organic,True,False,False,FDA (1997),FDA,1997
547,2298,diltiazem,Synthetic organic,True,False,False,FDA (1982),FDA,1982
548,7045,dimethyl fumarate,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
550,7979,dinutuximab,Antibody,True,False,False,FDA (2015),FDA,2015
551,1224,diphenhydramine,Synthetic organic,True,False,False,FDA (1946),FDA,1946
557,4807,dipyridamole,Synthetic organic,True,False,False,FDA (1961),FDA,1961
558,12928,dirithromycin,Synthetic organic,True,False,False,FDA (1995),FDA,1995
559,10525,diroximel fumarate,Synthetic organic,True,False,False,"FDA (2019), EMA (2021)",FDA,2019
560,7167,disopyramide,Synthetic organic,True,False,False,FDA (1977),FDA,1977
561,7168,disulfiram,Synthetic organic,True,False,False,FDA (1951),FDA,1951
563,535,dobutamine,Synthetic organic,True,False,False,FDA (1978),FDA,1978
564,6809,docetaxel,Synthetic organic,True,False,True,"FDA (1996), EMA (1995)",FDA,1996
565,2604,dofetilide,Synthetic organic,True,False,False,FDA (1999),FDA,1999
566,7365,dolutegravir,Synthetic organic,True,False,True,"FDA (2013), EMA (2014)",FDA,2013
568,6599,donepezil,Synthetic organic,True,False,False,FDA (1996),FDA,1996
569,940,dopamine,Metabolite,True,False,True,FDA (1974),FDA,1974
570,12679,doravirine,Synthetic organic,True,False,False,FDA & EMA (2018),FDA,
571,12183,doripenem,Synthetic organic,True,False,False,FDA (2007),FDA,2007
573,6810,dorzolamide,Synthetic organic,True,False,False,FDA (1994),FDA,1994
574,11518,dostarlimab,Antibody,True,False,False,EMA & FDA (2021),FDA,2021
577,7169,doxapram,Synthetic organic,True,False,False,FDA (1965),FDA,1965
578,7170,doxazosin,Synthetic organic,True,False,False,FDA (1990),FDA,1990
579,1225,doxepin,Synthetic organic,True,False,False,FDA (1969),FDA,1969
580,2790,doxercalciferol,Metabolite,True,False,False,FDA (2000),FDA,2000
581,7069,doxorubicin,Natural product,True,False,True,"FDA (1974), EMA (1996)",FDA,1974
582,6464,doxycycline,Synthetic organic,True,False,True,"FDA (1967), UK (2000)",FDA,1967
583,7171,doxylamine,Synthetic organic,True,False,False,FDA (1948),FDA,1948
585,7465,dronedarone,Synthetic organic,True,False,False,FDA and EMA (2009),FDA,
586,7172,droperidol,Synthetic organic,True,False,False,FDA (1970),FDA,1970
588,6788,drotrecogin alfa,Peptide,True,True,False,"FDA (2001), EMA (2009)",FDA,2001
589,7391,droxidopa,Synthetic organic,True,False,False,FDA (2014),FDA,2014
590,7638,dulaglutide,Peptide,True,False,False,EMA & FDA (2014),FDA,2014
591,202,duloxetine,Synthetic organic,True,False,False,FDA & EMA (2004),FDA,
592,7574,dupilumab,Antibody,True,False,False,EMA & FDA (2017),FDA,2017
593,12693,durlobactam,Synthetic organic,True,False,False,FDA (2023),FDA,2023
594,7985,durvalumab,Antibody,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
595,7457,dutasteride,Synthetic organic,True,False,False,FDA (2001),FDA,2001
596,7795,duvelisib,Synthetic organic,True,False,False,"FDA (2018), EMA (2021)",FDA,2018
597,7173,dyclonine,Synthetic organic,True,False,False,FDA (date unknown),FDA,
598,2878,dydrogesterone,Synthetic organic,True,False,False,FDA-no information available-discontinued,FDA,
599,7070,dyphylline,Metabolite,True,False,False,FDA (1951),FDA,1951
600,6955,ecallantide,Peptide,True,False,False,FDA (2009),FDA,2009
601,9074,echothiophate,Synthetic organic,True,False,False,FDA (1960),FDA,1960
602,2446,econazole,Synthetic organic,True,False,False,FDA (1982),FDA,1982
603,6884,eculizumab,Antibody,True,False,False,"FDA (2011), EMA (2007)",FDA,2011
605,7575,edoxaban,Synthetic organic,True,False,False,EMA & FDA (2015),FDA,2015
607,9073,edrophonium,Synthetic organic,True,False,False,FDA (1951),FDA,1951
608,6593,efalizumab,Antibody,True,True,False,"FDA (2003), EMA (2004)",FDA,2003
609,13086,efanesoctocog alfa,Peptide,True,False,False,FDA (2023),FDA,2023
610,11287,efavirenz,Synthetic organic,True,False,True,"FDA (1998), EMA (1999)",FDA,1998
611,9777,efgartigimod alfa,Antibody,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
612,12180,eflapegrastim,Peptide,True,False,False,FDA (2022),FDA,2022
613,5176,eflornithine,Synthetic organic,True,False,True,"FDA (2000), EMA (2001)",FDA,2000
615,12339,elacestrant,Synthetic organic,True,False,False,FDA & EMA (2023),FDA,
616,11135,elafibranor,Synthetic organic,True,False,False,FDA (2024),FDA,2024
617,8362,elagolix,Synthetic organic,True,False,False,FDA (2018),FDA,2018
619,40,eletriptan,Synthetic organic,True,False,False,FDA (2002),FDA,2002
620,10552,elexacaftor,Synthetic organic,True,False,False,FDA (2019),FDA,2019
621,7536,eliglustat,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
623,7392,elosulfase alfa,Peptide,True,False,False,EMA & FDA (2014),FDA,2014
624,8361,elotuzumab,Antibody,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
625,12889,elranatamab,Antibody,True,False,False,FDA (2023),FDA,2023
626,6961,eltrombopag,Synthetic organic,True,False,False,"FDA (2008), EMA (2010)",FDA,2008
627,7691,eluxadoline,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
628,11574,elvitegravir,Synthetic organic,True,False,False,"EMA (2013), FDA (2014), UK (2021)",FDA,2014
629,9295,emapalumab,Antibody,True,False,False,FDA (2018),FDA,2018
630,7174,emedastine,Synthetic organic,True,False,False,"FDA (1997), EMA (1999)",FDA,1997
631,9744,emicizumab,Antibody,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
632,4754,empagliflozin,Synthetic organic,True,False,True,FDA & EMA (2014),FDA,
633,11244,emtricitabine,Synthetic organic,True,False,True,EMA & FDA (2003),FDA,2003
634,6322,enalapril,Synthetic organic,True,False,True,FDA (1985),FDA,1985
635,6332,enalaprilat,Synthetic organic,True,False,False,FDA (1985),FDA,1985
637,8960,enasidenib,Synthetic organic,True,False,False,FDA (2017),FDA,2017
638,7908,encorafenib,Synthetic organic,True,False,False,FDA and EMA (2018),FDA,
639,7175,enflurane,Synthetic organic,True,False,False,FDA (1972),FDA,1972
640,10738,enfortumab vedotin,Antibody,True,False,False,"FDA (2019), EMA (2022)",FDA,2019
641,12188,enmetazobactam,Synthetic organic,True,False,False,FDA (2024),FDA,2024
642,8882,enoxacin,Synthetic organic,True,True,False,FDA (1991),FDA,1991
643,6811,enoxaparin,Synthetic organic,True,False,True,"FDA (1993), FDA (2016)",FDA,1993
646,6647,entacapone,Synthetic organic,True,False,False,"FDA (1999), EMA (1998)",FDA,1999
647,8290,entrectinib,Synthetic organic,True,False,False,"Japan and FDA (2019), EMA (2020)",FDA,2019
650,6812,enzalutamide,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
652,11442,epcoritamab,Antibody,True,False,False,FDA & EMA (2023),FDA,
653,556,ephedrine,Synthetic organic,True,False,True,FDA (2020),FDA,2020
654,7176,epinastine,Synthetic organic,True,False,False,FDA (2003),FDA,2003
655,2876,eplerenone,Synthetic organic,True,False,False,FDA (2002),FDA,2002
656,588,eprosartan,Synthetic organic,True,False,False,FDA (1997),FDA,1997
657,6585,eptifibatide,Synthetic organic,True,False,False,"FDA (1998), EMA (1999)",FDA,1998
658,10694,eptinezumab,Antibody,True,False,False,"FDA (2020), EMA (2022)",FDA,2020
659,10805,eravacycline,Synthetic organic,True,False,False,EMA & FDA (2018),FDA,2018
660,9039,erdafitinib,Synthetic organic,True,False,False,FDA (2019),FDA,2019
661,9250,erenumab,Antibody,True,False,False,FDA & EMA (2018),FDA,
663,149,ergotamine,Synthetic organic,True,False,False,FDA (1960),FDA,1960
664,6813,eribulin,Synthetic organic,True,False,False,"FDA (2010), EMA (2011)",FDA,2010
665,4920,erlotinib,Synthetic organic,True,False,True,"FDA (2004), EMA (2005)",FDA,2004
666,10906,ertapenem,Synthetic organic,True,False,False,"FDA (2001), EMA (2002)",FDA,2001
667,8376,ertugliflozin,Synthetic organic,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
668,1456,erythromycin,Natural product,True,False,True,FDA (no history prior to 1964),FDA,
669,4921,erythropoietin,Peptide,True,False,False,FDA (no history prior to 1989 available),FDA,
671,7177,escitalopram,Synthetic organic,True,False,False,FDA (2002),FDA,2002
673,9152,esketamine,Synthetic organic,True,False,False,EMA & FDA (2019),FDA,2019
674,7350,eslicarbazepine,Synthetic organic,True,False,False,FDA (2013),FDA,2013
675,7178,esmolol,Synthetic organic,True,False,False,FDA (1986),FDA,1986
676,5488,esomeprazole,Synthetic organic,True,False,False,"FDA (2001), EMA (2013)",FDA,2001
677,7550,estazolam,Synthetic organic,True,False,False,FDA (1990),FDA,1990
678,11591,estetrol,Synthetic organic,True,False,False,EMA & FDA (2021),FDA,2021
679,7655,estradiol valerate,Synthetic organic,True,False,False,FDA (1954),FDA,1954
680,9076,estramustine,Synthetic organic,True,False,False,FDA (1981),FDA,1981
683,4749,estrone-3-sulphate,Metabolite,True,False,False,FDA (1977),FDA,1977
684,7429,eszopiclone,Synthetic organic,True,False,False,FDA (2004),FDA,2004
685,6789,etanercept,Peptide,True,False,False,"FDA (1998), EMA (2000)",FDA,1998
686,8375,etelcalcetide,Peptide,True,False,False,"EMA (2016), FDA (2017)",FDA,2017
687,7534,eteplirsen,Synthetic organic,True,False,False,FDA (2016),FDA,2016
688,7179,ethacrynic acid,Synthetic organic,True,False,False,FDA (1967),FDA,1967
689,12996,ethambutol,Synthetic organic,True,False,True,FDA (1967),FDA,1967
690,7180,ethchlorvynol,Synthetic organic,True,False,False,FDA (prior to 1961),FDA,
693,12954,ethionamide,Synthetic organic,True,False,True,FDA (1965),FDA,1965
695,7182,ethosuximide,Synthetic organic,True,False,True,FDA (1960),FDA,1960
696,7183,ethotoin,Synthetic organic,True,False,False,FDA (1957),FDA,1957
698,6948,ethylestrenol,Synthetic organic,True,False,False,FDA (1964),FDA,1964
701,7185,etodolac,Synthetic organic,True,False,False,FDA (1991),FDA,1991
702,5463,etomidate,Synthetic organic,True,False,False,FDA (1982),FDA,1982
703,7590,etonogestrel,Synthetic organic,True,False,True,"FDA (2006), EMA (2009)",FDA,2006
704,6815,etoposide,Synthetic organic,True,False,True,FDA (1983),FDA,1983
706,9331,etrasimod,Synthetic organic,True,False,False,FDA (2023),FDA,2023
707,12675,etravirine,Synthetic organic,True,False,False,FDA & EMA (2008),FDA,
708,7599,etretinate,Synthetic organic,True,True,False,FDA (1986),FDA,1986
709,5889,everolimus,Synthetic organic,True,False,True,FDA & EMA (2009),FDA,
710,8717,evinacumab,Antibody,True,False,False,EMA & FDA (2021),FDA,2021
711,7343,evolocumab,Antibody,True,False,False,EMA & FDA (2015),FDA,2015
712,7073,exemestane,Synthetic organic,True,False,False,FDA (1999),FDA,1999
713,1135,exendin-4,Peptide,True,False,False,"FDA (2005), EMA (2006)",FDA,2005
714,6816,ezetimibe,Synthetic organic,True,False,False,FDA (2002),FDA,2002
716,11629,famciclovir,Synthetic organic,True,False,False,"FDA (1994), UK (1995)",FDA,1994
717,7074,famotidine,Synthetic organic,True,False,False,FDA (1986),FDA,1986
718,2416,fampridine,Synthetic organic,True,False,False,"FDA (2010), EMA (2011)",FDA,2010
719,11420,faricimab,Antibody,True,False,False,EMA & FDA (2022),FDA,2022
722,6817,febuxostat,Synthetic organic,True,False,False,EMA & FDA (2009),FDA,2009
723,5716,fedratinib,Synthetic organic,True,False,False,"FDA (2019), EMA (2021)",FDA,2019
724,5473,felbamate,Synthetic organic,True,False,False,FDA (1993),FDA,1993
725,4190,felodipine,Synthetic organic,True,False,False,FDA (1991),FDA,1991
726,4613,fenfluramine,Synthetic organic,True,False,False,FDA (2020),FDA,2020
727,7186,fenofibrate,Synthetic organic,True,False,False,"FDA (1993), EMA (2011)",FDA,1993
728,939,fenoldopam,Synthetic organic,True,False,False,FDA (1997),FDA,1997
729,4820,fenoprofen,Synthetic organic,True,False,False,FDA (1976),FDA,1976
731,1626,fentanyl,Synthetic organic,True,False,True,"FDA (1968), EMA (2008)",FDA,1968
732,7473,fesoterodine,Synthetic organic,True,False,False,"EMA (2007), FDA (2008)",FDA,2008
733,4819,fexofenadine,Synthetic organic,True,False,False,FDA (1996),FDA,1996
734,10422,fezolinetant,Synthetic organic,True,False,False,FDA & UK (2023),FDA,
735,10909,fidaxomicin,Synthetic organic,True,False,False,EMA & FDA (2011),FDA,2011
737,6968,filgrastim,Peptide,True,False,True,FDA (1991),FDA,1991
738,6818,finasteride,Synthetic organic,True,False,False,FDA (1992),FDA,1992
739,8678,finerenone,Synthetic organic,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
740,2407,fingolimod,Synthetic organic,True,False,False,"FDA (2010), EMA (2011)",FDA,2010
742,7187,flavoxate,Synthetic organic,True,False,False,FDA (1970),FDA,1970
743,2560,flecainide,Synthetic organic,True,False,False,FDA (1985),FDA,1985
745,8182,flibanserin,Synthetic organic,True,False,False,FDA (2015),FDA,2015
746,7769,florbetaben,Synthetic organic,True,False,False,EMA & FDA (2014),FDA,2014
747,7344,florbetapir,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
748,4801,floxuridine,Synthetic organic,True,False,False,FDA (1970),FDA,1970
750,4802,fludarabine,Synthetic organic,True,False,True,FDA (1991),FDA,1991
751,2873,fludrocortisone,Synthetic organic,True,False,True,"FDA (1955), UK (2015)",FDA,1955
752,7606,fludroxycortide,Synthetic organic,True,False,False,FDA (1963),FDA,1963
754,4192,flumazenil,Synthetic organic,True,False,False,FDA (1991),FDA,1991
758,7076,flunisolide,Synthetic organic,True,False,False,FDA (prior to1984),FDA,
760,7077,fluocinolone acetonide,Synthetic organic,True,False,False,FDA (1963),FDA,1963
761,7078,fluocinonide,Synthetic organic,True,False,False,FDA (1971),FDA,1971
762,7079,fluorometholone,Synthetic organic,True,False,False,FDA (1972),FDA,1972
763,203,fluoxetine,Synthetic organic,True,False,True,FDA (1987),FDA,1987
764,2861,fluoxymesterone,Synthetic organic,True,False,False,FDA (1956),FDA,1956
766,204,fluphenazine,Synthetic organic,True,False,True,FDA (1959),FDA,1959
767,7188,flurazepam,Synthetic organic,True,False,False,FDA (1970),FDA,1970
768,4194,flurbiprofen,Synthetic organic,True,False,False,FDA (1986),FDA,1986
771,6943,flutamide,Synthetic organic,True,False,False,FDA (1989),FDA,1989
772,7342,flutemetamol,Synthetic organic,True,False,False,"FDA (2013), EMA (2014)",FDA,2013
773,6699,fluticasone,Synthetic organic,True,False,False,"FDA (1994), EMA (2008)",FDA,1994
774,10892,fluticasone furoate,Synthetic organic,True,False,False,FDA (2007),FDA,2007
775,7080,fluticasone propionate,Synthetic organic,True,False,False,FDA (1996),FDA,1996
776,2951,fluvastatin,Synthetic organic,True,False,False,FDA (1993),FDA,1993
777,7189,fluvoxamine,Synthetic organic,True,False,False,FDA (1994),FDA,1994
778,4816,folinic acid,Synthetic organic,True,False,False,FDA (1952),FDA,1952
779,11705,fomepizole,Synthetic organic,True,False,True,FDA (1997),FDA,1997
780,6819,fondaparinux,Synthetic organic,True,False,False,"FDA (2001), EMA (2002)",FDA,2001
782,3465,formoterol,Synthetic organic,True,False,True,FDA (2001),FDA,2001
783,12682,fosamprenavir,Synthetic organic,True,False,False,"FDA (2003), EMA (2004)",FDA,2003
784,7623,fosaprepitant,Synthetic organic,True,False,False,FDA and EMA (2008),FDA,
785,5497,foscarnet,Synthetic organic,True,False,False,FDA (1991),FDA,1991
786,10813,fosfomycin,Synthetic organic,True,False,True,"UK (1994), FDA (1996)",FDA,1996
787,6456,fosinopril,Synthetic organic,True,False,False,FDA (1991),FDA,1991
788,6457,fosinoprilat,Synthetic organic,True,False,False,FDA (1991),FDA,1991
790,7190,fosphenytoin,Synthetic organic,True,False,False,FDA (1996),FDA,1996
791,7475,fospropofol,Synthetic organic,True,False,False,FDA (2008),FDA,2008
792,7796,fostamatinib,Synthetic organic,True,False,False,"FDA (2018), EMA (2020)",FDA,2018
793,11100,fostemsavir,Synthetic organic,True,False,False,"FDA (2020), EMA (2021)",FDA,2020
794,9208,fremanezumab,Antibody,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
795,7191,frovatriptan,Synthetic organic,True,False,False,FDA (2001),FDA,2001
796,9428,fruquintinib,Synthetic organic,True,False,False,"China (2018), FDA (2023)",FDA,2023
797,1157,FSH,Peptide,True,False,False,FDA (1997),FDA,1997
798,1015,fulvestrant,Synthetic organic,True,False,False,"FDA (2002), EMA (2004)",FDA,2002
800,12343,furazolidone,Synthetic organic,True,False,False,FDA (1958),FDA,1958
801,4839,furosemide,Synthetic organic,True,False,True,FDA (1966),FDA,1966
803,9786,futibatinib,Synthetic organic,True,False,False,"FDA (2022), EMA (2023)",FDA,2022
804,5483,gabapentin,Synthetic organic,True,False,False,FDA (1993),FDA,1993
805,7560,gabapentin enacarbil,Synthetic organic,True,False,False,FDA (2011),FDA,2011
807,6693,galantamine,Synthetic organic,True,False,False,FDA (2001),FDA,2001
808,8967,galcanezumab,Antibody,True,False,False,FDA (2018),FDA,2018
810,4711,&gamma;-hydroxybutyrate,Metabolite,True,False,False,"FDA (2002), EMA (2005)",FDA,2002
811,11942,ganaxolone,Synthetic organic,True,False,False,FDA (2022),FDA,2022
812,3877,ganirelix,Peptide,True,False,False,"FDA (1999), EMA (2000)",FDA,1999
817,4941,gefitinib,Synthetic organic,True,False,False,"FDA (2003), EMA (2009)",FDA,2003
818,4793,gemcitabine,Synthetic organic,True,False,True,FDA (1996),FDA,1996
819,3439,gemfibrozil,Synthetic organic,True,False,False,FDA (1993),FDA,1993
820,12406,gemifloxacin,Synthetic organic,True,True,False,FDA (2003),FDA,2003
821,6775,gemtuzumab ozogamicin,Antibody,True,False,False,"FDA (2000), EMA (2018)",FDA,2000
822,2427,gentamicin,Synthetic organic,True,False,True,FDA (1970),FDA,1970
823,12930,gepirone,Synthetic organic,True,False,False,FDA (2023),FDA,2023
825,8708,gilteritinib,Synthetic organic,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
826,7490,givinostat,Synthetic organic,True,False,False,FDA (2024),FDA,2024
827,8201,glasdegib,Synthetic organic,True,False,False,"FDA (2018), EMA (2020)",FDA,2018
828,11267,glecaprevir,Synthetic organic,True,False,True,EMA & FDA (2017),FDA,2017
829,2414,glibenclamide,Synthetic organic,True,False,False,"FDA (as glyburide, 1984), EMA (2018)",FDA,
830,6820,glimepiride,Synthetic organic,True,False,False,FDA (1995),FDA,1995
831,6821,glipizide,Synthetic organic,True,False,False,FDA (1984),FDA,1984
832,12758,glofitamab,Antibody,True,False,False,FDA & EMA (2023),FDA,
833,1136,glucagon,Peptide,True,False,True,FDA (1960),FDA,1960
